Region,Department,Commune_Code_INSEE,City,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year
ILE-DE-FRANCE,VAL-DE-MARNE,94071,SUCY EN BRIE,73.0,2099084.0,8074.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES,246.0,2030228.0,7091.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES,262.0,2034503.0,7113.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES,290.0,2057632.0,7451.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92073,SURESNES,325.0,2104393.0,7773.0,ificom-2022.xlsx,2022
NOUVELLE-AQUITAINE,GIRONDE,33522,TALENCE,83.0,2080981.0,8386.0,ificom-2019.xls,2019
NOUVELLE-AQUITAINE,GIRONDE,33522,TALENCE,88.0,2183650.0,8684.0,ificom-2020.xlsx,2020
NOUVELLE-AQUITAINE,GIRONDE,33522,TALENCE,96.0,2153829.0,8813.0,ificom-2021.xlsx,2021
NOUVELLE-AQUITAINE,GIRONDE,33522,TALENCE,107.0,2230194.0,9679.0,ificom-2022.xlsx,2022
LA REUNION,LA REUNION,97422,TAMPON,93.0,2145837.0,8875.0,ificom-2019.xls,2019
LA REUNION,LA REUNION,97422,TAMPON,93.0,2143365.0,8852.0,ificom-2020.xlsx,2020
LA REUNION,LA REUNION,97422,TAMPON,100.0,2115447.0,8301.0,ificom-2021.xlsx,2021
LA REUNION,LA REUNION,97422,TAMPON,95.0,2450843.0,11759.0,ificom-2022.xlsx,2022
AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE,110.0,2124329.0,8085.0,ificom-2019.xls,2019
AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE,108.0,2151524.0,7976.0,ificom-2020.xlsx,2020
AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE,126.0,2191385.0,8551.0,ificom-2021.xlsx,2021
AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE,142.0,2190777.0,8590.0,ificom-2022.xlsx,2022
GRAND-EST,MOSELLE,57672,THIONVILLE,63.0,1935286.0,6985.0,ificom-2019.xls,2019
GRAND-EST,MOSELLE,57672,THIONVILLE,60.0,2020480.0,7745.0,ificom-2020.xlsx,2020
GRAND-EST,MOSELLE,57672,THIONVILLE,62.0,2034484.0,7826.0,ificom-2021.xlsx,2021
GRAND-EST,MOSELLE,57672,THIONVILLE,67.0,2295044.0,10839.0,ificom-2022.xlsx,2022
AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS,88.0,2112336.0,8487.0,ificom-2019.xls,2019
AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS,90.0,2140392.0,8866.0,ificom-2020.xlsx,2020
AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS,94.0,2182223.0,9198.0,ificom-2021.xlsx,2021
AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS,102.0,2127144.0,8641.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON,243.0,2131695.0,8951.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON,241.0,2200455.0,9547.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON,249.0,2165575.0,8717.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,VAR,83137,TOULON,257.0,2208321.0,8917.0,ificom-2022.xlsx,2022
OCCITANIE,HAUTE-GARONNE,31557,TOURNEFEUILLE,61.0,2213884.0,8848.0,ificom-2019.xls,2019
OCCITANIE,HAUTE-GARONNE,31557,TOURNEFEUILLE,59.0,2135008.0,8366.0,ificom-2020.xlsx,2020
OCCITANIE,HAUTE-GARONNE,31557,TOURNEFEUILLE,66.0,2292439.0,9084.0,ificom-2021.xlsx,2021
OCCITANIE,HAUTE-GARONNE,31557,TOURNEFEUILLE,72.0,2312984.0,9890.0,ificom-2022.xlsx,2022
CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS,176.0,2068887.0,7743.0,ificom-2019.xls,2019
CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS,181.0,2106683.0,8074.999999999999,ificom-2020.xlsx,2020
CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS,203.0,2128313.0,8278.0,ificom-2021.xlsx,2021
CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS,232.0,2096669.0,7992.0,ificom-2022.xlsx,2022
GRAND-EST,AUBE,10387,TROYES,52.0,2536332.0,12912.0,ificom-2021.xlsx,2021
GRAND-EST,AUBE,10387,TROYES,54.0,2521151.0,13016.0,ificom-2022.xlsx,2022
AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE,61.0,2458973.0,10270.0,ificom-2019.xls,2019
AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE,61.0,2405157.0,9202.0,ificom-2020.xlsx,2020
AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE,68.0,2460955.0,9773.0,ificom-2021.xlsx,2021
AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE,76.0,2511479.0,10671.0,ificom-2022.xlsx,2022
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06155,VALLAURIS,168.0,2065740.0,7908.0,ificom-2019.xls,2019
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06155,VALLAURIS,164.0,2119382.0,8364.0,ificom-2020.xlsx,2020
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06155,VALLAURIS,157.0,2262527.0,8849.0,ificom-2021.xlsx,2021
PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06155,VALLAURIS,161.0,2228119.0,9454.0,ificom-2022.xlsx,2022
BRETAGNE,MORBIHAN,56260,VANNES,145.0,1977304.0,7194.0,ificom-2019.xls,2019
BRETAGNE,MORBIHAN,56260,VANNES,145.0,2038408.0,7929.0,ificom-2020.xlsx,2020
BRETAGNE,MORBIHAN,56260,VANNES,188.0,2021611.0,7677.0,ificom-2021.xlsx,2021
BRETAGNE,MORBIHAN,56260,VANNES,231.0,1986573.0,7523.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES,149.0,2052514.0,7509.0,ificom-2019.xls,2019
ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES,148.0,2025535.9999999998,7491.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES,153.0,2070197.0,7700.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,HAUTS-DE-SEINE,92075,VANVES,170.0,2124748.0,8415.0,ificom-2022.xlsx,2022
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU,52.0,2028753.0,7761.0,ificom-2019.xls,2019
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU,62.0,2017899.0,7912.0,ificom-2020.xlsx,2020
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU,71.0,2052008.0,7203.0,ificom-2021.xlsx,2021
PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU,78.0,2050243.0,7328.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94076,VILLEJUIF,54.0,2140874.0,8892.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93077,VILLEMOMBLE,55.0,2240805.0,9872.0,ificom-2019.xls,2019
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93077,VILLEMOMBLE,53.0,2384303.0,11006.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,SEINE-SAINT-DENIS,93077,VILLEMOMBLE,53.0,2305022.0,9791.0,ificom-2021.xlsx,2021
LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ,103.0,2088373.0,7670.0,ificom-2019.xls,2019
LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ,109.0,2352335.0,7018.0,ificom-2020.xlsx,2020
LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ,119.0,1943706.0,5461.0,ificom-2021.xlsx,2021
LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ,136.0,1969385.0,6135.0,ificom-2022.xlsx,2022
AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE,73.0,1972216.0,7135.0,ificom-2019.xls,2019
AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE,89.0,2047425.0,7667.0,ificom-2020.xlsx,2020
AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE,96.0,2076969.0,7655.0,ificom-2021.xlsx,2021
AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE,89.0,2261237.0,9103.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES,429.0,2120055.0,7908.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES,446.0,2155274.0,8278.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES,470.0,2151686.0,8030.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-DE-MARNE,94080,VINCENNES,522.0,2163228.0,8143.0,ificom-2022.xlsx,2022
ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE,56.0,2060675.0,8164.0,ificom-2019.xls,2019
ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE,53.0,2099996.0,8661.0,ificom-2020.xlsx,2020
ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE,51.0,2111767.0,8756.0,ificom-2021.xlsx,2021
ILE-DE-FRANCE,VAL-DE-MARNE,94081,VITRY SUR SEINE,53.0,2147960.0,9237.0,ificom-2022.xlsx,2022
LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL,74.0,2266876.0,9860.0,ificom-2019.xls,2019
LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL,71.0,2124288.0,7591.0,ificom-2020.xlsx,2020
LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL,75.0,2120453.0,7619.0,ificom-2021.xlsx,2021
LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL,87.0,2145642.0,8167.0,ificom-2022.xlsx,2022
